address,latitude,longitude,status,original_index
62XX N LOOP 288 DENTON TX ,33.2584052,-97.1428634,VALID,1115.0
38XX I 35 HWY DENTON TX ,33.2680024,-97.1780427,VALID,1116.0
29XX LOVERS LN DENTON TX ,33.2497754,-97.200104,VALID,1117.0
9XX BAYFIELD DR DENTON TX ,33.2282981,-97.0939494,VALID,1118.0
32XX ANYSA LN DENTON TX ,33.2264223,-97.0971391,VALID,1119.0
7XX HEBRON LEWISVILLE TX ,33.0101482,-96.9584227,VALID,1120.0
34XX SANTA MONICA DR DENTON TX ,33.171516,-97.1279161,VALID,1121.0
16XX KINGS ROW DENTON TX ,33.2490386,-97.1062357,VALID,1122.0
23XX BIRCHBROOK CT DENTON TX ,33.1906417,-97.1150027,VALID,1123.0
6XX N I 35 E HWY DENTON TX ,33.2036084,-97.1504619,VALID,1124.0
33XX TEASBEND CT DENTON TX ,33.1705178,-97.1484474,VALID,1125.0
2XX HANN ST DENTON TX ,33.221583,-97.1311174,VALID,1126.0
N I 35 E HWY DENTON TX ,33.2036084,-97.1504619,VALID,1127.0
3XX SMITH ST DENTON TX ,33.2021306,-97.1270243,VALID,1128.0
3XX S CARROLL BLVD DENTON TX ,33.2093664,-97.137149,VALID,1129.0
13XX BERNARD ST DENTON TX ,33.2010666,-97.1416274,VALID,1130.0
11XX E MULBERRY ST DENTON TX ,33.2134607,-97.1282628,VALID,1131.0
45XX BLACK WALNUT ST DENTON TX ,33.1691528,-97.0676056,VALID,1132.0
24XX ROBINWOOD LN DENTON TX ,33.2376615,-97.1177146,VALID,1133.0
28XX W SHADY SHORES RD DENTON TX ,33.1640049,-97.0722153,VALID,1134.0
3XX THOMAS ST DENTON TX ,33.2220385,-97.1586753,VALID,1135.0
50XX BEAVER CREEK AVE DENTON TX ,33.263345,-97.1253722,VALID,1136.0
9XX SUMMER STREAM RD DENTON TX ,33.2619708,-97.1250901,VALID,1137.0
31XX OLD NORTH RD DENTON TX ,33.2389126,-97.0987633,VALID,1138.0
41XX I 35 DENTON TX ,33.2802739,-97.177933,VALID,1139.0
25XX CHEBI LN DENTON TX ,33.2381202,-97.1002328,VALID,1140.0
23XX CANONGATE DR DENTON TX ,33.2497387,-97.155547,VALID,1141.0
78XX CASTLE PINES LN DENTON TX ,33.1724739,-97.0598358,VALID,1142.0
25XX FREEDOM LN DENTON TX ,33.2383167,-97.095969,VALID,1143.0
26XX CHEBI LN DENTON TX ,33.2381202,-97.1002328,VALID,1144.0
1XX E MCKINNEY ST DENTON TX ,33.2115705,-97.0875966,VALID,1145.0
73XX CHAUCER DR DENTON TX ,33.1487281,-97.1127558,VALID,1146.0
67XX ALDERBROOK DR DENTON TX ,33.148481,-97.0955017,VALID,1147.0
4XX BENJIMAN ST DENTON TX ,33.2452631,-97.1374781,VALID,1148.0
1XX S MAYHILL RD DENTON TX ,33.1922091,-97.0856294,VALID,1149.0
7XX HILLCREST ST DENTON TX ,33.2233187,-97.1569315,VALID,1150.0
57XX MILLS RD DENTON TX ,33.2152229,-97.0713378,VALID,1151.0
20XX WESTWOOD DR DENTON TX ,33.1941786,-97.1458733,VALID,1152.0
9XX S CARROLL BLVD DENTON TX ,33.2093664,-97.137149,VALID,1153.0
20XX WINTHROP HILL RD DENTON TX ,33.1585859,-97.1554732,VALID,1154.0
9XX BEATTY ST DENTON TX ,33.2059439,-97.1431844,VALID,1155.0
10XX EDINBURG LN DENTON TX ,33.2448557,-97.1169526,VALID,1156.0
28XX I 35 HWY DENTON TX ,37.9418219,-96.7515814,VALID,1157.0
14XX W OAK ST DENTON TX ,33.2157359,-97.1545246,VALID,1158.0
33XX FORT WORTH DR DENTON TX ,33.1675471,-97.1532309,VALID,1159.0
22XX BOLIVAR ST DENTON TX ,33.2283073,-97.1348068,VALID,1160.0
6XX W HICKORY ST DENTON TX ,33.2146565,-97.1475676,VALID,1161.0
14XX OAKLAND ST DENTON TX ,33.2209425,-97.1299558,VALID,1162.0
STOCKBRIDGE RD DENTON TX ,33.1839991,-97.0916819,VALID,1163.0
56XX I 35 W HWY DENTON TX ,33.1648139,-97.1855749,VALID,1164.0
21XX LATTIMORE ST DENTON TX ,33.2253527,-97.110405,VALID,1165.0
24XX SHERATON RD DENTON TX ,33.2536129,-97.1198483,VALID,1166.0
6XX CARDINAL DR DENTON TX ,33.2188503,-97.09203,VALID,1167.0
25XX NOTTINGHAM DR DENTON TX ,33.2389117,-97.1066916,VALID,1168.0
75XX VALLEY STREAM RD DENTON TX ,33.1785937,-97.0571527,VALID,1169.0
52XX I 35 DENTON TX ,33.2802739,-97.177933,VALID,1170.0
19XX N CARROLL BLVD DENTON TX ,33.2279879,-97.1368644,VALID,1171.0
48XX I 35 HWY DENTON TX ,33.2680024,-97.1780427,VALID,1172.0
15XX EUFEMIA DR DENTON TX ,33.2508317,-97.1440301,VALID,1173.0
21XX BRINKER RD DENTON TX ,33.1883701,-97.095871,VALID,1174.0
33XX WAGON TRAIL DR DENTON TX ,33.2105967,-97.0983387,VALID,1175.0
47XX DOGWOOD DR DENTON TX ,33.1687518,-97.0723926,VALID,1176.0
LONGRIDGE DR DENTON TX ,33.1834329,-97.1210795,VALID,1177.0
9XX PROVIDENCE ST DENTON TX ,33.1774095,-97.1214207,VALID,1178.0
5XX MADDOX ST DENTON TX ,33.2090001,-97.1270685,VALID,1179.0
31XX STONECROP TRL DENTON TX ,33.171187,-97.1618373,VALID,1180.0
13XX DEER TRL DENTON TX ,33.1976558,-97.1144156,VALID,1181.0
22XX YORKSHIRE ST DENTON TX ,33.2512258,-97.1115566,VALID,1182.0
67XX HAYLING WAY DENTON TX ,33.1487251,-97.096574,VALID,1183.0
55XX PORTOLA LN DENTON TX ,33.1745435,-97.0720048,VALID,1184.0
50XX NAUTICAL LN DENTON TX ,33.1451025,-97.1010774,VALID,1185.0
12XX HILLCREST ST DENTON TX ,33.2233187,-97.1569315,VALID,1186.0
39XX CAMELOT ST DENTON TX ,33.2547572,-97.1235202,VALID,1187.0
9XX KILKENNY CT DENTON TX ,33.1754165,-97.1423768,VALID,1188.0
80XX OAK CREEK LN DENTON TX ,33.2150791,-97.0537624,VALID,1189.0
6XX W UNIVERSITY DR DENTON TX ,33.2303119,-97.1816464,VALID,1190.0
18XX BROADWAY ST DENTON TX ,33.222518,-97.1483385,VALID,1191.0
16XX WHITE OAK CT DENTON TX ,33.222753,-97.1119098,VALID,1192.0
8XX ALICE ST DENTON TX ,33.2254848,-97.1401655,VALID,1193.0
XX WELLINGTON OAKS CIR DENTON TX ,33.1653124,-97.1311594,VALID,1194.0
10XX WILLOWWOOD ST DENTON TX ,33.1963499,-97.15154,VALID,1195.0
27XX GREGG DR EDINBURG TX ,26.2748033,-98.1445253,VALID,1196.0
1XX MAPLE ST DENTON TX ,33.2082019,-97.1428479,VALID,1197.0
9XX ALICE ST DENTON TX ,33.2254848,-97.1401655,VALID,1198.0
27XX N LOCUST ST DENTON TX ,33.256469,-97.1316417,VALID,1199.0
E EAGLE DR DENTON TX ,33.206632,-97.14474,VALID,1200.0
ALEGRE VISTA DR DENTON TX ,33.2000181,-97.1266125,VALID,1201.0
11XX W MULBERRY ST DENTON TX ,33.2135492,-97.1427608,VALID,1202.0
100XX I 35 HWY DENTON TX ,33.2680024,-97.1780427,VALID,1203.0
4XX WITHERS ST DENTON TX ,33.2211301,-97.1277038,VALID,1204.0
26XX MINGO RD DENTON TX ,33.2314612,-97.1056244,VALID,1205.0
43XX LITTLE BROOK RD DENTON TX ,33.2528349,-97.2026768,VALID,1206.0
9XX S I 35 E HWY DENTON TX ,33.1814754,-97.102065,VALID,1207.0
5XX JUPITER DR DENTON TX ,33.25877,-97.1249199,VALID,1208.0
8XX SIERRA DR DENTON TX ,33.2479414,-97.1193666,VALID,1209.0
SPENCER RD DENTON TX ,33.1959056,-97.0987982,VALID,1210.0
56XX E MCKINNEY ST DENTON TX ,33.2115705,-97.0875966,VALID,1211.0
23XX DOUBLEOAK CT DENTON TX ,33.2189865,-97.1033633,VALID,1212.0
32XX S I 35 E HWY DENTON TX ,33.1814754,-97.102065,VALID,1213.0
16XX EGAN ST DENTON TX ,33.2203978,-97.1422526,VALID,1214.0
47XX INDIAN PAINT WAY DENTON TX ,33.1687089,-97.0702742,VALID,1215.0
75XX BARRYMORE RD DENTON TX ,33.1764266,-97.0574732,VALID,1216.0
29XX I 35 DENTON TX ,33.2802739,-97.177933,VALID,1217.0
11XX E OAK ST DENTON TX ,33.2153379,-97.124989,VALID,1218.0
14XX STUART RD DENTON TX ,33.253604,-97.1221225,VALID,1219.0
42XX SONOMA DR DENTON TX ,33.1707058,-97.173622,VALID,1220.0
25XX CLUB HOUSE DR DENTON TX ,33.2243409,-97.1229744,VALID,1221.0
8XX BERNARD ST DENTON TX ,33.2010666,-97.1416274,VALID,1222.0
31XX W UNIVERSITY DR DENTON TX ,33.2303119,-97.1816464,VALID,1223.0
27XX ROSELAWN DR DENTON TX ,33.1846168,-97.1479993,VALID,1224.0
63XX THOROUGHBRED TRL DENTON TX ,33.1538329,-97.096408,VALID,1225.0
46XX WARSCHUN RD DENTON TX ,33.2951832,-97.0788656,VALID,1226.0
5XX ACME ST DENTON TX ,33.1947949,-97.1395737,VALID,1227.0
6XX AUDRA LN DENTON TX ,33.2246081,-97.1068564,VALID,1228.0
5XX W EAGLE DR DENTON TX ,33.206632,-97.14474,VALID,1229.0
3XX TRIPP TRL DENTON TX ,33.2500682,-97.1341452,VALID,1230.0
23XX S I 35 E DENTON TX ,33.1814754,-97.102065,VALID,1231.0
2XX S AVE G DENTON TX ,33.2122342,-97.1579955,VALID,1232.0
2XX BRYAN ST DENTON TX ,33.2207835,-97.1475497,VALID,1233.0
27XX ROBINWOOD LN DENTON TX ,33.2376615,-97.1177146,VALID,1234.0
22XX LATTIMORE ST DENTON TX ,33.2253527,-97.110405,VALID,1235.0
9XX S AVE C DENTON TX ,33.207115,-97.1508123,VALID,1236.0
58XX MILAM RDG DENTON TX ,33.2934421,-97.1682086,VALID,1237.0
1XX PENNSYLVANIA DR DENTON TX ,33.1826901,-97.1178826,VALID,1238.0
26XX FONDREN RD DENTON TX ,33.1639388,-97.1062976,VALID,1239.0
48XX S I 35 E CORINTH TX ,33.148343,-97.0569755,VALID,1240.0
30XX AUGUSTA DR DENTON TX ,33.2345619,-97.1702817,VALID,1241.0
9XX BERNARD ST DENTON TX ,33.2010666,-97.1416274,VALID,1242.0
32XX N BELL AVE DENTON TX ,33.2310843,-97.1272288,VALID,1243.0
21XX LESLIE ST DENTON TX ,33.1934496,-97.1429921,VALID,1244.0
3XX W HOBSON LN DENTON TX ,33.1760298,-97.1317986,VALID,1245.0
3XX TEXAS ST DENTON TX ,33.2222473,-97.123652,VALID,1246.0
3XX W SYCAMORE ST DENTON TX ,33.2126151,-97.1438642,VALID,1247.0
29XX OSAGE LN DENTON TX ,33.1771724,-97.1110714,VALID,1248.0
8XX LYNHURST LN DENTON TX ,33.1807543,-97.1172597,VALID,1249.0
NOTTINGHAM DR DENTON TX ,33.2389117,-97.1066916,VALID,1250.0
20XX W OAK ST DENTON TX ,33.2157359,-97.1545246,VALID,1251.0
24XX LILLIAN B MILLER PKWY DENTON TX ,33.1824753,-97.1094951,VALID,1252.0
27XX JAMES ST DENTON TX ,33.1820245,-97.141914,VALID,1253.0
11XX CRESCENT ST DENTON TX ,33.2257629,-97.1497812,VALID,1254.0
5XX N LOCUST ST DENTON TX ,33.256469,-97.1316417,VALID,1255.0
4XX HOLLYHILL LN DENTON TX ,33.1882245,-97.1148274,VALID,1256.0
4XX AUDRA LN DENTON TX ,33.2246081,-97.1068564,VALID,1257.0
4XX N CRAWFORD ST DENTON TX ,33.2179936,-97.120214,VALID,1258.0
OAKLAWN AVE DENTON TX ,33.2346207,-97.1279994,VALID,1259.0
ROYAL OAKS CIR DENTON TX ,33.1632277,-97.1313507,VALID,1260.0
104XX CASCADE DR DENTON TX ,33.1437159,-97.236256,VALID,1261.0
19XX CAMDEN CT DENTON TX ,33.189929,-97.12284,VALID,1262.0
6XX PEARL ST DENTON TX ,33.2171867,-97.1379844,VALID,1263.0
12XX SPRINGCREEK DR DENTON TX ,33.1672742,-97.1449504,VALID,1264.0
10XX W COLLINS ST DENTON TX ,33.2041237,-97.1393456,VALID,1265.0
14XX FORT WORTH DR DENTON TX ,33.1675471,-97.1532309,VALID,1266.0
14XX MYRTLE ST DENTON TX ,33.2050727,-97.1350973,VALID,1267.0
8XX OAK VLY DENTON TX ,33.2234143,-97.1015613,VALID,1268.0
ROBBIE-O ST DENTON TX ,33.2488186,-97.136298,VALID,1269.0
87XX SERENITY WAY DENTON TX ,33.1433045,-97.1148147,VALID,1270.0
15XX N LOCUST ST DENTON TX ,33.256469,-97.1316417,VALID,1271.0
98XX STONEWOOD DR DENTON TX ,33.1347178,-97.233177,VALID,1272.0
9XX SUNSET ST DENTON TX ,33.2296642,-97.1383821,VALID,1273.0
6XX MAGNOLIA ST DENTON TX ,33.2401965,-97.1397131,VALID,1274.0
7XX S I 35 E HWY DENTON TX ,33.1814754,-97.102065,VALID,1275.0
10XX W OAK ST DENTON TX ,33.2157359,-97.1545246,VALID,1276.0
24XX STELLA ST DENTON TX ,33.2137895,-97.1586493,VALID,1277.0
29XX OAKSHIRE ST DENTON TX ,33.2298302,-97.0988404,VALID,1278.0
3XX JOSHUA ST DENTON TX ,33.2175454,-97.0997246,VALID,1279.0
11XX S WOODROW LN DENTON TX ,33.2072363,-97.1120564,VALID,1280.0
17XX E RYAN RD DENTON TX ,33.161471,-97.1246831,VALID,1281.0
4XX NORTH TEXAS BLVD DENTON TX ,33.2064112,-97.1534274,VALID,1282.0
29XX N ELM ST DENTON TX ,33.2483035,-97.1480169,VALID,1283.0
9XX WILLOWWOOD ST DENTON TX ,33.1963499,-97.15154,VALID,1284.0
9XX S ELM ST DENTON TX ,33.2101561,-97.1337726,VALID,1285.0
22XX JEFFERSON TRL DENTON TX ,33.1818089,-97.1227325,VALID,1286.0
42XX BOXWOOD DR DENTON TX ,33.1723704,-97.0643787,VALID,1287.0
28XX SPENCER RD DENTON TX ,33.1959056,-97.0987982,VALID,1288.0
15XX E SHERMAN DR DENTON TX ,33.276093,-97.0962546,VALID,1289.0
7XX BUSHEY ST DENTON TX ,33.2071514,-97.1208431,VALID,1290.0
35XX KINGFISHER LN DENTON TX ,33.2196687,-97.0929843,VALID,1291.0
113XX W UNIVERSITY DR DENTON TX ,33.2303119,-97.1816464,VALID,1292.0
53XX WHITING WAY DENTON TX ,33.205552,-97.0755877,VALID,1293.0
32XX LIPIZZAN DR DENTON TX ,33.1516303,-97.1017658,VALID,1294.0
34XX ANDALUSIAN DR DENTON TX ,33.1560233,-97.0976197,VALID,1295.0
6XX W SYCAMORE ST DENTON TX ,33.2126151,-97.1438642,VALID,1296.0
9XX N MASCH BRANCH RD DENTON TX ,33.2304372,-97.1972384,VALID,1297.0
34XX PAISLEY ST DENTON TX ,33.2207581,-97.1094508,VALID,1298.0
30XX TERRY CT DENTON TX ,33.2276305,-97.0980911,VALID,1299.0
12XX TEASLEY LN DENTON TX ,33.1678163,-97.1103429,VALID,1300.0
14XX GATEWOOD DR DENTON TX ,33.1795937,-97.1148734,VALID,1301.0
13XX UNDERWOOD ST DENTON TX ,33.203434,-97.1490791,VALID,1302.0
23XX SHENANDOAH TRL DENTON TX ,33.1796577,-97.1082128,VALID,1303.0
2XX TRIPP TRL DENTON TX ,33.2500682,-97.1341452,VALID,1304.0
11XX N MAYHILL RD DENTON TX ,33.2218988,-97.0831971,VALID,1305.0
7XX E HICKORY ST DENTON TX ,33.2144196,-97.1253362,VALID,1306.0
22XX E MCKINNEY ST DENTON TX ,33.2115705,-97.0875966,VALID,1307.0
MANHATTAN DR DENTON TX ,33.2471244,-97.1195215,VALID,1308.0
18XX SENA ST DENTON TX ,33.2200484,-97.1531323,VALID,1309.0
52XX TARTAN CIR DENTON TX ,33.2062669,-97.0755431,VALID,1310.0
79XX HUDSON BAY LN DENTON TX ,33.1825588,-97.0566498,VALID,1311.0
34XX EVENING WIND RD DENTON TX ,33.179686,-97.0617983,VALID,1312.0
82XX MONTECITO DR DENTON TX ,33.1606932,-97.1198416,VALID,1313.0
79XX WINDING STREAM DR DENTON TX ,33.143518,-97.121976,VALID,1314.0
11XX DALLAS DR DENTON TX ,33.1993677,-97.1242105,VALID,1315.0
FRAME ST DENTON TX ,33.2236635,-97.1247226,VALID,1316.0
9XX AVE A DENTON TX ,33.2083388,-97.1462368,VALID,1317.0
22XX WESTVIEW TRL DENTON TX ,33.2375852,-97.1689603,VALID,1318.0
7XX FRAME ST DENTON TX ,33.2236635,-97.1247226,VALID,1319.0
7XX ECTOR ST DENTON TX ,33.2242992,-97.1550157,VALID,1320.0
47XX I 35 DENTON TX ,33.2802739,-97.177933,VALID,1321.0
23XX OVERLOOK LN DENTON TX ,33.2384188,-97.1662471,VALID,1322.0
35XX HORNBEAM ST DENTON TX ,33.171953,-97.1637127,VALID,1323.0
16XX HANOVER DR DENTON TX ,33.2416405,-97.1123153,VALID,1324.0
19XX LAKEVIEW BLVD DENTON TX ,33.2257982,-97.0604461,VALID,1325.0
7XX ALEXANDER ST DENTON TX ,33.2081725,-97.1220635,VALID,1326.0
14XX OAKWOOD DR DENTON TX ,33.1975666,-97.1468746,VALID,1327.0
2XX HOLLYHILL LN DENTON TX ,33.1882245,-97.1148274,VALID,1328.0
47XX CONLEY LN DENTON TX ,33.2625095,-97.1223852,VALID,1329.0
31XX N BELL AVE DENTON TX ,33.2310843,-97.1272288,VALID,1330.0
2XX N CARROLL BLVD DENTON TX ,33.2279879,-97.1368644,VALID,1331.0
6XX S I 35 E DENTON TX ,33.1814754,-97.102065,VALID,1332.0
36XX ANDALUSIAN DR DENTON TX ,33.1560233,-97.0976197,VALID,1333.0
30XX N BELL AVE DENTON TX ,33.2310843,-97.1272288,VALID,1334.0
49XX BARTHOLD RD DENTON TX ,33.2770646,-97.1966211,VALID,1335.0
27XX MONCAYO DR DENTON TX ,33.2406274,-97.1256174,VALID,1336.0
14XX N AUSTIN ST DENTON TX ,33.2208521,-97.1311235,VALID,1337.0
41XX REINING RD DENTON TX ,33.2988637,-97.0689706,VALID,1338.0
14XX WILDERNESS ST DENTON TX ,33.1984432,-97.1141093,VALID,1339.0
16XX GREENWOOD DR DENTON TX ,33.2353581,-97.1173887,VALID,1340.0
3XX N BRADSHAW ST DENTON TX ,33.2174708,-97.1214186,VALID,1341.0
20XX LOON LAKE RD DENTON TX ,33.1745164,-97.1068236,VALID,1342.0
6XX N WOOD ST DENTON TX ,33.2179707,-97.1190058,VALID,1343.0
27XX FOXCROFT CIR DENTON TX ,33.2389959,-97.1021072,VALID,1344.0
26XX VIRGINIA CIR DENTON TX ,33.2332466,-97.0943827,VALID,1345.0
20XX SCRIPTURE ST DENTON TX ,33.2188813,-97.1575335,VALID,1346.0
E MISSION ST DENTON TX ,33.1809806,-97.1366777,VALID,1347.0
12XX ANNA ST DENTON TX ,33.2257569,-97.1361846,VALID,1348.0
31XX COLORADO BLVD DENTON TX ,33.1875187,-97.1026425,VALID,1349.0
27XX HOLLOW RIDGE DR DENTON TX ,33.1684747,-97.1045152,VALID,1350.0
7XX W HICKORY ST DENTON TX ,33.2146565,-97.1475676,VALID,1351.0
9XX SCOTT DR DENTON TX ,33.2037829,-97.1174814,VALID,1352.0
COUNTRY CLUB RD DENTON TX ,33.1621985,-97.1419084,VALID,1353.0
36XX MARQUETTE DR DENTON TX ,33.1602708,-97.0913424,VALID,1354.0
78XX US 377 WATAUGA TX ,32.8756633,-97.2617581,VALID,1355.0
1XX AVE D DENTON TX ,33.2092069,-97.1529557,VALID,1356.0
19XX REDWOOD PL DENTON TX ,33.2324808,-97.1118331,VALID,1357.0
15XX W HICKORY ST DENTON TX ,33.2146565,-97.1475676,VALID,1358.0
6XX JACKSON ST DENTON TX ,33.2074411,-97.1257632,VALID,1359.0
55XX MARINA DR DENTON TX ,33.1762209,-97.0744372,VALID,1360.0
COLORADO BLVD DENTON TX ,33.1875187,-97.1026425,VALID,1361.0
11XX W COLLINS ST DENTON TX ,33.2041237,-97.1393456,VALID,1362.0
4XX ROBERTSON ST DENTON TX ,33.2081211,-97.1276932,VALID,1363.0
20XX EMERY ST DENTON TX ,33.2283873,-97.1497,VALID,1364.0
47XX PIEDMONTE CT DENTON TX ,33.1717666,-97.1750573,VALID,1365.0
2XX E SHERMAN DR DENTON TX ,33.276093,-97.0962546,VALID,1366.0
ECTOR ST DENTON TX ,33.2242992,-97.1550157,VALID,1367.0
33XX GARDENVIEW CIR DENTON TX ,33.2477881,-97.1414828,VALID,1368.0
40XX BARNHILL CT DENTON TX ,33.1808353,-97.0540713,VALID,1369.0
49XX S I 35 E DENTON TX ,33.1814754,-97.102065,VALID,1370.0
31XX HORNBEAM ST DENTON TX ,33.171953,-97.1637127,VALID,1371.0
10XX COIT ST DENTON TX ,33.2242203,-97.1379801,VALID,1372.0
94XX TRAILWOOD DR DENTON TX ,33.1371818,-97.2272682,VALID,1373.0
38XX MARKET ST DENTON TX ,33.2173299,-97.0884927,VALID,1374.0
24XX WESTWOOD DR DENTON TX ,33.1941786,-97.1458733,VALID,1375.0
56XX MARINA DR DENTON TX ,33.1762209,-97.0744372,VALID,1376.0
33XX VALLEY VIEW RD DENTON TX ,33.25182,-97.1237732,VALID,1377.0
27XX BEVERLY DR DENTON TX ,33.2269036,-97.0989449,VALID,1378.0
27XX CORDOVA CIR DENTON TX ,33.2406274,-97.1256174,VALID,1379.0
9XX CRUISE ST DENTON TX ,33.2586071,-97.1189391,VALID,1380.0
14XX HUNTERS RIDGE CIR DENTON TX ,33.1773577,-97.1133037,VALID,1381.0
22XX EMERY ST DENTON TX ,33.2283873,-97.1497,VALID,1382.0
2XX E WINDSOR DR DENTON TX ,33.2439517,-97.1120302,VALID,1383.0
10XX E OAK ST DENTON TX ,33.2153379,-97.124989,VALID,1384.0
21XX NORTH LAKE TRL DENTON TX ,33.23537,-97.1524327,VALID,1385.0
6XX NEWTON ST DENTON TX ,33.2075715,-97.1165881,VALID,1386.0
20XX HOLLYHILL LN DENTON TX ,33.1882245,-97.1148274,VALID,1387.0
22XX ACORN BND DENTON TX ,33.142626,-97.1087981,VALID,1388.0
22XX N MASCH BRANCH RD DENTON TX ,33.2304372,-97.1972384,VALID,1389.0
23XX PICADILLY LN DENTON TX ,33.2543598,-97.1145564,VALID,1390.0
14XX MONTEVIDEO CT DENTON TX ,33.1627873,-97.1155252,VALID,1391.0
64XX MEANDERING CREEK DR DENTON TX ,33.1339837,-97.1975771,VALID,1392.0
8XX OAKLAND ST DENTON TX ,33.2209425,-97.1299558,VALID,1393.0
1XX RED FOX LN DENTON TX ,33.1592888,-97.1354921,VALID,1394.0
58XX LONGMONT DR DENTON TX ,33.169796,-97.078399,VALID,1395.0
46XX TRUMPET VINE ST DENTON TX ,33.1693855,-97.0685319,VALID,1396.0
9XX PANHANDLE ST DENTON TX ,33.2216193,-97.1526645,VALID,1397.0
39XX ATLAS DR DENTON TX ,33.2550754,-97.1245216,VALID,1398.0
1XX DALLAS DR DENTON TX ,33.1993677,-97.1242105,VALID,1399.0
31XX PENINSULA TRL DENTON TX ,33.1771923,-97.0763209,VALID,1400.0
15XX BOLIVAR ST DENTON TX ,33.2283073,-97.1348068,VALID,1401.0
4XX MOCKINGBIRD LN DENTON TX ,33.2223676,-97.0976468,VALID,1402.0
21XX BERNARD ST DENTON TX ,33.2010666,-97.1416274,VALID,1403.0
10XX HOPKINS DR DENTON TX ,33.1971098,-97.1189362,VALID,1404.0
61XX GOLDENROD DR DENTON TX ,33.1681845,-97.0747561,VALID,1405.0
66XX SADDLEBACK DR DENTON TX ,33.1501466,-97.100455,VALID,1406.0
I 35 W HWY DENTON COUNTY TX ,33.1010526,-97.224088,VALID,1407.0
5XX CHATEAU CT DENTON TX ,33.2385653,-97.125085,VALID,1408.0
24XX BRINKER RD DENTON TX ,33.1883701,-97.095871,VALID,1409.0
36XX WESSEX CT DENTON TX ,33.1657925,-97.0902746,VALID,1410.0
53XX SEA COVE LN DENTON TX ,33.1776434,-97.073285,VALID,1411.0
8XX E SHERMAN DR DENTON TX ,33.276093,-97.0962546,VALID,1412.0
19XX LESLIE ST DENTON TX ,33.1934496,-97.1429921,VALID,1413.0
36XX DUNES ST DENTON TX ,33.2471049,-97.1039667,VALID,1414.0
36XX BIG HORN TRL DENTON TX ,33.1699907,-97.1060098,VALID,1415.0
GLEN FALLS LN DENTON TX ,33.1395542,-97.1150059,VALID,1416.0
59XX BROOKSIDE DR DENTON TX ,33.1355344,-97.1868545,VALID,1417.0
4XX WAINWRIGHT ST DENTON TX ,33.2098783,-97.131359,VALID,1418.0
5XX PANHANDLE ST DENTON TX ,33.2216193,-97.1526645,VALID,1419.0
24XX TOM COLE RD DENTON TX ,33.2070977,-97.2055129,VALID,1420.0
3XX WILLOW STONE ST DENTON TX ,33.2520491,-97.1296199,VALID,1421.0
33XX BENTGATE CT DENTON TX ,33.1698095,-97.1479184,VALID,1422.0
34XX BARCELONA ST DENTON TX ,33.2353204,-97.1779058,VALID,1423.0
55XX GALANTE LN DENTON TX ,33.1726954,-97.0759044,VALID,1424.0
23XX BERNARD ST DENTON TX ,33.2010666,-97.1416274,VALID,1425.0
31XX DARBY LN DENTON TX ,33.2477472,-97.1709504,VALID,1426.0
27XX ROBINSON RD DENTON TX ,33.1582681,-97.0989069,VALID,1427.0
3XX JAGOE ST DENTON TX ,33.2174969,-97.1505839,VALID,1428.0
N CRAWFORD ST DENTON TX ,33.2179936,-97.120214,VALID,1429.0
7XX SMOKERISE CIR DENTON TX ,33.1786694,-97.1161656,VALID,1430.0
20XX N ELM ST DENTON TX ,33.2483035,-97.1480169,VALID,1431.0
3XX N WOOD ST DENTON TX ,33.2179707,-97.1190058,VALID,1432.0
98XX IRONWOOD DR DENTON TX ,33.1329222,-97.2320192,VALID,1433.0
35XX ST JOHNS DR DENTON TX ,33.1586845,-97.089616,VALID,1434.0
4XX STROUD ST DENTON TX ,33.2115849,-97.1356449,VALID,1435.0
25XX ROBINSON RD DENTON TX ,33.1582681,-97.0989069,VALID,1436.0
30XX BRANDYWINE ST DENTON TX ,33.2311836,-97.0965691,VALID,1437.0
36XX BEATRIZ DR DENTON TX ,33.2524586,-97.1432385,VALID,1438.0
35XX SAN LUCAS LN DENTON TX ,33.1742931,-97.0759623,VALID,1439.0
26XX WESLAYAN DR DENTON TX ,33.1676977,-97.1038833,VALID,1440.0
22XX STELLA ST DENTON TX ,33.2137895,-97.1586493,VALID,1441.0
17XX WESTCHESTER DR DENTON TX ,33.2275761,-97.1514848,VALID,1442.0
27XX MILL POND RD DENTON TX ,33.2407783,-97.0976352,VALID,1443.0
11XX S AVE B DENTON TX ,33.2082576,-97.1485447,VALID,1444.0
9XX EMERY ST DENTON TX ,33.2283873,-97.1497,VALID,1445.0
50XX ATLANTIC DR DENTON TX ,33.1444928,-97.0983921,VALID,1446.0
5XX W PARKWAY ST DENTON TX ,33.2180686,-97.1358893,VALID,1447.0
2XX E OAK ST DENTON TX ,33.2153379,-97.124989,VALID,1448.0
38XX I 35 DENTON TX ,33.2802739,-97.177933,VALID,1449.0
11XX RALEIGH PATH DENTON TX ,33.2272323,-97.0853087,VALID,1450.0
4XX AMARILLO ST DENTON TX ,33.2192471,-97.1422904,VALID,1451.0
10XX LONGRIDGE DR DENTON TX ,33.1834329,-97.1210795,VALID,1452.0
21XX N I 35 E HWY DENTON TX ,33.2036084,-97.1504619,VALID,1453.0
2XX DALLAS DR DENTON TX ,33.1993677,-97.1242105,VALID,1454.0
4XX W WINDSOR DR DENTON TX ,33.2402202,-97.1526306,VALID,1455.0
