address,latitude,longitude,status,original_index
10XX AUTUMN OAK DR DENTON TX ,33.2233484,-97.1136203,VALID,2729.0
53XX PERSIMMON DR DENTON TX ,33.2671128,-97.1222788,VALID,2730.0
68XX I 35 DENTON TX ,33.2802739,-97.177933,VALID,2731.0
8XX W HIGHLAND ST DENTON TX ,33.2093173,-97.1443753,VALID,2732.0
15XX W UNIVERSITY DR DENTON TX ,33.2303119,-97.1816464,VALID,2733.0
6XX W MULBERRY ST DENTON TX ,33.2135492,-97.1427608,VALID,2734.0
31XX CAMINO REAL TRL DENTON TX ,33.1747817,-97.0767076,VALID,2735.0
45XX TRUMPET VINE ST DENTON TX ,33.1693855,-97.0685319,VALID,2736.0
FORRESTRIDGE DR DENTON TX ,33.1689178,-97.1294577,VALID,2737.0
99XX LINDENWOOD TRL DENTON TX ,33.1354916,-97.2314722,VALID,2738.0
11XX BRITTANY DR DENTON TX ,33.2265079,-97.0948052,VALID,2739.0
19XX E UNIVERSITY DR DENTON TX ,33.2345383,-97.0783176,VALID,2740.0
7XX TICONDEROGA DR DENTON TX ,33.1806491,-97.1168346,VALID,2741.0
4XX W EAGLE DR DENTON TX ,33.206632,-97.14474,VALID,2742.0
65XX LONGLEAF LN DENTON TX ,33.1485331,-97.0980129,VALID,2743.0
EDEN LN DENTON TX ,33.2451017,-97.1168089,VALID,2744.0
PIN OAK DR DENTON TX ,33.224362,-97.1127853,VALID,2745.0
MARIETTA ST DENTON TX ,33.2172696,-97.151869,VALID,2746.0
24XX ETON PL DENTON TX ,33.2388038,-97.1739165,VALID,2747.0
PONDER AVE DENTON TX ,33.2194588,-97.1446415,VALID,2748.0
30XX MONTEBELLO DR DENTON TX ,33.1705467,-97.0996078,VALID,2749.0
70XX SUNBURST TRL DENTON TX ,33.1507568,-97.1264985,VALID,2750.0
15XX MORIN DR DENTON TX ,33.2528273,-97.144594,VALID,2751.0
53XX W SHADY SHORES RD DENTON TX ,33.1640049,-97.0722153,VALID,2752.0
1XX W MCKINNEY ST DENTON TX ,33.2169694,-97.1348793,VALID,2753.0
10XX N BELL AVE DENTON TX ,33.2310843,-97.1272288,VALID,2754.0
7XX PERSHING DR DENTON TX ,33.25721,-97.1235399,VALID,2755.0
3XX S MOCKINGBIRD LN DENTON TX ,33.2091299,-97.0969191,VALID,2756.0
36XX ORIOLE LN DENTON TX ,33.2180842,-97.093371,VALID,2757.0
97XX GRANDVIEW DR DENTON TX ,33.1363815,-97.2358601,VALID,2758.0
11XX N BONNIE BRAE ST DENTON TX ,33.2460697,-97.1605525,VALID,2759.0
41XX S I 35 E HWY DENTON TX ,33.1814754,-97.102065,VALID,2760.0
11XX W OAK ST DENTON TX ,33.2157359,-97.1545246,VALID,2761.0
39XX TITAN TRL DENTON TX ,33.2555378,-97.1254731,VALID,2762.0
5XX DENTON ST DENTON TX ,33.2197983,-97.1390881,VALID,2763.0
3XX GARDENVIEW ST DENTON TX ,33.2467182,-97.1380801,VALID,2764.0
43XX LITTLE BROOK RD DENTON 76249 TX ,33.2528349,-97.2026768,VALID,2765.0
5XX MIMOSA DR DENTON TX ,33.2392851,-97.139075,VALID,2766.0
6XX CENTRAL AVE DENTON TX ,33.2066724,-97.1453074,VALID,2767.0
4XX DENTON ST DENTON TX ,33.2197983,-97.1390881,VALID,2768.0
50XX SPLIT ROCK DR DENTON TX ,33.1436761,-97.1097515,VALID,2769.0
3XX W HIGHLAND ST DENTON TX ,33.2093173,-97.1443753,VALID,2770.0
28XX FOXCROFT CIR DENTON TX ,33.2389959,-97.1021072,VALID,2771.0
20XX CHANDLER DR DENTON TX ,33.2379281,-97.1051338,VALID,2772.0
26XX JAMESTOWN LN DENTON TX ,33.23865,-97.1105766,VALID,2773.0
19XX PARKSIDE DR DENTON TX ,33.2363008,-97.1533791,VALID,2774.0
THACKERY DR DENTON TX ,33.1539601,-97.0974775,VALID,2775.0
22XX LOON LAKE RD DENTON TX ,33.1745164,-97.1068236,VALID,2776.0
8XX W OAK ST DENTON TX ,33.2157359,-97.1545246,VALID,2777.0
58XX DOLORES PL DENTON TX ,33.1713501,-97.0739888,VALID,2778.0
99XX ORANGEWOOD TRL DENTON TX ,33.136341,-97.2310749,VALID,2779.0
30XX LAKEVIEW BLVD DENTON TX ,33.2257982,-97.0604461,VALID,2780.0
40XX SHERATON RD DENTON TX ,33.2536129,-97.1198483,VALID,2781.0
11XX RINEY RD DENTON TX ,33.2490831,-97.1517612,VALID,2782.0
64XX SADDLEBACK DR DENTON TX ,33.1501466,-97.100455,VALID,2783.0
15XX CHARLES ST DENTON TX ,33.2181076,-97.1118392,VALID,2784.0
24XX POTOMAC PKWY DENTON TX ,33.1803254,-97.1062108,VALID,2785.0
33XX SOMBRERO DR DENTON TX ,33.172175,-97.1045729,VALID,2786.0
45XX WOODBINE RD DENTON TX ,33.1707407,-97.1645098,VALID,2787.0
41XX THISTLE HL DENTON TX ,33.1566129,-97.1299278,VALID,2788.0
31XX NOTTINGHAM DR DENTON TX ,33.2389117,-97.1066916,VALID,2789.0
26XX LOON LAKE RD DENTON TX ,33.1745164,-97.1068236,VALID,2790.0
2XX WINDBROOK ST DENTON TX ,33.2494201,-97.1294263,VALID,2791.0
14XX FULTON ST DENTON TX ,33.2229049,-97.1433472,VALID,2792.0
35XX SHELBY LN DENTON TX ,33.1945878,-97.1796797,VALID,2793.0
16XX N RUDDELL ST DENTON TX ,33.222033,-97.1178217,VALID,2794.0
UNICORN LAKE BLVD DENTON TX ,33.1716801,-97.0957739,VALID,2795.0
25XX CLUBHOUSE DR DENTON TX ,33.1715513,-97.1041825,VALID,2796.0
24XX BROOKLAKE WEST DENTON TX ,33.2374642,-97.1698129,VALID,2797.0
58XX MILLS RD DENTON TX ,33.2152229,-97.0713378,VALID,2798.0
5XX NEW DALLAS HWY LACY LAKEVIEW TX ,31.6258565,-97.1068622,VALID,2799.0
34XX N BONNIE BRAE ST DENTON TX ,33.2460697,-97.1605525,VALID,2800.0
35XX OCEAN DR DENTON TX ,33.1444947,-97.1004986,VALID,2801.0
8XX BOLIVAR ST DENTON TX ,33.2283073,-97.1348068,VALID,2802.0
54XX EVERLY CT DENTON TX ,33.2659282,-97.104865,VALID,2803.0
53XX BASHAM LN DENTON TX ,33.2661828,-97.1076155,VALID,2804.0
4XX S TRINITY RD DENTON TX ,33.2092685,-97.0602672,VALID,2805.0
21XX BELMONT PARK DR DENTON TX ,33.1533613,-97.1093847,VALID,2806.0
12XX BOLIVAR ST DENTON TX ,33.2283073,-97.1348068,VALID,2807.0
NORMAL ST DENTON TX ,33.2171112,-97.1491473,VALID,2808.0
10XX DENTON ST DENTON TX ,33.2197983,-97.1390881,VALID,2809.0
21XX NORTHWOOD TER DENTON TX ,33.2354528,-97.1207125,VALID,2810.0
28XX MEGAN ST DENTON TX ,33.2419434,-97.0944941,VALID,2811.0
27XX PROVINCE ST DENTON TX ,33.2409304,-97.0926697,VALID,2812.0
46XX I 35 DENTON TX ,33.2802739,-97.177933,VALID,2813.0
54XX GASTON AVE DALLAS TX ,32.8044944,-96.7641007,VALID,2814.0
18XX LEATHERWOOD LN DENTON TX ,33.1364147,-97.1064192,VALID,2815.0
13XX W OAK ST DENTON TX ,33.2157359,-97.1545246,VALID,2816.0
45XX MERLOT DR DENTON TX ,33.1724097,-97.1685727,VALID,2817.0
19XX VIRGINIA CIR DENTON TX ,33.2332466,-97.0943827,VALID,2818.0
55XX LAS LOMAS LN DENTON TX ,33.1753143,-97.0725263,VALID,2819.0
27XX EDWARDS RD DENTON TX ,33.1780772,-97.0726157,VALID,2820.0
97XX COLLINGWOOD DR JUSTIN TX ,33.0895298,-97.3359236,VALID,2821.0
11XX INDIAN RIDGE DR DENTON TX ,33.1777156,-97.1170381,VALID,2822.0
1XX S LOCUST ST DENTON TX ,33.2025721,-97.1335834,VALID,2823.0
37XX DUNLAVY RD DENTON TX ,33.1665244,-97.1060612,VALID,2824.0
2XX DOTSON ST DENTON TX ,33.1865917,-97.1381489,VALID,2825.0
43XX BAY MEADOW DR DENTON TX ,33.152009,-97.1088186,VALID,2826.0
24XX FOWLER DR DENTON TX ,33.2355071,-97.129852,VALID,2827.0
17XX FORT WORTH DR DENTON TX ,33.1675471,-97.1532309,VALID,2828.0
CHEEK ST DENTON TX ,33.155537,-97.1294701,VALID,2829.0
34XX SHADOW TRL DENTON TX ,33.2512409,-97.1277031,VALID,2830.0
76XX STALLION ST DENTON TX ,33.219249,-97.0533518,VALID,2831.0
7XX MALONE ST DENTON TX ,33.2281522,-97.1497076,VALID,2832.0
6XX ROBERTS ST DENTON TX ,33.2332246,-97.12392,VALID,2833.0
96XX ATHENS DR DENTON TX ,33.1398281,-97.1887581,VALID,2834.0
N WOODROW LN DENTON TX ,33.2151027,-97.1119418,VALID,2835.0
28XX CHRISTOPHER DR DENTON TX ,33.2227395,-97.0993726,VALID,2836.0
23XX KAYEWOOD DR DENTON TX ,33.2343372,-97.118504,VALID,2837.0
57XX TAWAKONI DR DENTON TX ,33.1395893,-97.1911775,VALID,2838.0
33XX HELM LN DENTON TX ,33.1686115,-97.1137327,VALID,2839.0
83XX STALLION ST DENTON TX ,33.219249,-97.0533518,VALID,2840.0
2XX FRY ST DENTON TX ,33.216643,-97.1464272,VALID,2841.0
CENTRE PLACE DR DENTON TX ,33.1976901,-97.1289907,VALID,2842.0
11XX BENTOAKS DR DENTON TX ,33.1729097,-97.1145189,VALID,2843.0
15XX GREENSPOINT CIR DENTON TX ,33.195984,-97.1100027,VALID,2844.0
13XX AUBURN DR DENTON TX ,33.2362297,-97.1506483,VALID,2845.0
24XX BOWLING GREEN ST DENTON TX ,33.2361786,-97.14937,VALID,2846.0
34XX HOFSTRA DR DENTON TX ,33.1595724,-97.0949554,VALID,2847.0
37XX MIRAMAR DR DENTON TX ,33.1603855,-97.0939393,VALID,2848.0
12XX MEADOW RIDGE DR DENTON TX ,33.2369696,-97.1454455,VALID,2849.0
7XX LINWOOD DR DENTON TX ,33.2364865,-97.1219985,VALID,2850.0
38XX HAMPTON RD DENTON TX ,33.2388414,-97.1905603,VALID,2851.0
27XX GLENWOOD LN DENTON TX ,33.2382124,-97.115532,VALID,2852.0
36XX LAKE COUNTRY DR DENTON TX ,33.1689679,-97.1102257,VALID,2853.0
37XX BEATRIZ DR DENTON TX ,33.2524586,-97.1432385,VALID,2854.0
26XX BAUER DR DENTON TX ,33.2402634,-97.1677155,VALID,2855.0
60XX MEADOWGLEN DR DENTON TX ,33.1358232,-97.1916249,VALID,2856.0
1XX PINER ST DENTON TX ,33.2148734,-97.136542,VALID,2857.0
23XX OAK PARK DR DENTON TX ,33.2242036,-97.1034609,VALID,2858.0
15XX MINGO RD DENTON TX ,33.2314612,-97.1056244,VALID,2859.0
9XX HAYNES ST DENTON TX ,33.2169403,-97.141414,VALID,2860.0
22XX W PRAIRIE ST DENTON TX ,33.2108511,-97.1550899,VALID,2861.0
5XX ROSE ST DENTON TX ,33.2199077,-97.1230931,VALID,2862.0
8XX LAKEY ST DENTON TX ,33.2082911,-97.1241868,VALID,2863.0
10XX BALDWIN ST DENTON TX ,33.2051078,-97.1146657,VALID,2864.0
9XX S I 35 E DENTON TX ,33.1814754,-97.102065,VALID,2865.0
3XX MATTHEW AVE DENTON TX ,33.157428,-97.1290188,VALID,2866.0
SWISHER RD DENTON TX ,33.1298193,-97.0354104,VALID,2867.0
17XX WHITE OAK CT DENTON TX ,33.222753,-97.1119098,VALID,2868.0
3XX THISTLE RDG DENTON TX ,33.1581723,-97.1287588,VALID,2869.0
20XX DEL MAR CT DENTON TX ,33.1541877,-97.1094168,VALID,2870.0
16XX W CONGRESS ST DENTON TX ,33.219372,-97.1407651,VALID,2871.0
14XX ANNA ST DENTON TX ,33.2257569,-97.1361846,VALID,2872.0
7XX FULTON ST DENTON TX ,33.2229049,-97.1433472,VALID,2873.0
24XX PRESCOTT DOWNS DR DENTON TX ,33.1525378,-97.1094495,VALID,2874.0
38XX WINSTON DR DENTON TX ,33.1640173,-97.0874764,VALID,2875.0
17XX SPENCER RD DENTON TX ,33.1959056,-97.0987982,VALID,2876.0
38XX LARIAT RD DENTON TX ,33.2357069,-97.1906173,VALID,2877.0
21XX SHADY OAKS DR DENTON TX ,33.2008585,-97.1064494,VALID,2878.0
27XX VINE CT DENTON TX ,33.2148428,-97.1006651,VALID,2879.0
XX ROYAL OAKS CIR DENTON TX ,33.1632277,-97.1313507,VALID,2880.0
12XX PANHANDLE ST DENTON TX ,33.2216193,-97.1526645,VALID,2881.0
35XX YALE DR DENTON TX ,33.1618329,-97.0914841,VALID,2882.0
37XX COLLINS RD DENTON TX ,33.2586516,-97.0637297,VALID,2883.0
27XX THUNDERBIRD DR DENTON TX ,33.235433,-97.1713465,VALID,2884.0
7XX GREENWOOD DR DENTON TX ,33.2353581,-97.1173887,VALID,2885.0
1XX SUSIE LN DENTON TX ,33.2169458,-97.068804,VALID,2886.0
19XX HIGHLAND PARK CIR DENTON TX ,33.2005811,-97.1538421,VALID,2887.0
38XX LAURENS PLACE RD DENTON TX ,33.162596,-97.139116,VALID,2888.0
22XX CARRIAGE HL DENTON TX ,33.2374797,-97.170734,VALID,2889.0
29XX ENGLEFIELD GRN DENTON TX ,33.2393002,-97.1725312,VALID,2890.0
POST OAK RD DENTON TX ,33.0987952,-97.1069275,VALID,2891.0
11XX E SYCAMORE ST DENTON TX ,33.2124371,-97.125394,VALID,2892.0
29XX GANZER RD W DENTON TX ,33.2835587,-97.1911931,VALID,2893.0
SUMMER TRAIL DR DENTON TX ,33.2227077,-97.1033111,VALID,2894.0
LIGHTHOUSE DR DENTON TX ,33.1435417,-97.1038951,VALID,2895.0
24XX N CARROLL BLVD DENTON TX ,33.2279879,-97.1368644,VALID,2896.0
76XX OAK CREEK LN DENTON TX ,33.2150791,-97.0537624,VALID,2897.0
30XX MONTCLAIR PL DENTON TX ,33.2162103,-97.0979575,VALID,2898.0
9XX W HICKORY ST HURST TX ,32.8234621,-97.1705678,VALID,2899.0
31XX SANTA MONICA DR DENTON TX ,33.171516,-97.1279161,VALID,2900.0
7XX MINGO RD DENTON TX ,33.2314612,-97.1056244,VALID,2901.0
33XX TEASLEY LN DENTON TX ,33.1678163,-97.1103429,VALID,2902.0
11XX ELLISON PARK CIR DENTON TX ,33.1765733,-97.1161223,VALID,2903.0
CARRIL AL LAGO DR DENTON TX ,33.2346756,-97.1635644,VALID,2904.0
9XX STONEWAY DR DENTON TX ,33.1556853,-97.1248885,VALID,2905.0
HILL ST DENTON TX ,33.204549,-97.1252899,VALID,2906.0
38XX REDSTONE RD DENTON TX ,33.25716,-97.12634,VALID,2907.0
38XX MONTE VERDE WAY DENTON TX ,33.1733025,-97.0753108,VALID,2908.0
21XX SKYSAIL LN DENTON TX ,33.1654484,-97.1114742,VALID,2909.0
4XX PANHANDLE ST DENTON TX ,33.2216193,-97.1526645,VALID,2910.0
27XX WESLAYAN DR DENTON TX ,33.1676977,-97.1038833,VALID,2911.0
2XX SPRINGTREE ST DENTON TX ,33.2166095,-97.1005971,VALID,2912.0
18XX HIGHLAND PARK RD DENTON TX ,33.1971195,-97.1548181,VALID,2913.0
53XX BROOKSIDE DR DENTON TX ,33.1355344,-97.1868545,VALID,2914.0
7XX JUNO LN DENTON TX ,33.2569955,-97.1190794,VALID,2915.0
1XX W DAUGHERTY ST DENTON TX ,33.2009716,-97.1343547,VALID,2916.0
4XX S BELL AVE DENTON TX ,33.2106727,-97.1303383,VALID,2917.0
28XX EMERSON LN DENTON TX ,33.2418,-97.1048034,VALID,2918.0
14XX ALICE ST DENTON TX ,33.2254848,-97.1401655,VALID,2919.0
21XX N TRINITY RD DENTON TX ,33.227038,-97.0546798,VALID,2920.0
38XX SPRINGFIELD ST DENTON TX ,33.2253979,-97.0863357,VALID,2921.0
1XX RAILROAD AVE DENTON TX ,33.2160644,-97.1259537,VALID,2922.0
FULTON ST DENTON TX ,33.2229049,-97.1433472,VALID,2923.0
8XX SANDPIPER DR DENTON TX ,33.1790759,-97.1203493,VALID,2924.0
56XX Nebraska Furniture Mart Dr THE COLONY TX ,33.0743111,-96.8684324,VALID,2925.0
11XX BELLEMEAD DR DENTON TX ,33.2266753,-97.1577612,VALID,2926.0
GEESLING RD DENTON TX ,33.2342478,-97.0729387,VALID,2927.0
15XX W OAK ST DENTON TX ,33.2157359,-97.1545246,VALID,2928.0
DENISON ST DENTON TX ,33.2345695,-97.1357041,VALID,2929.0
34XX SAN LUCAS LN DENTON TX ,33.1742931,-97.0759623,VALID,2930.0
16XX OAK TREE DR DENTON TX ,33.2234224,-97.11081,VALID,2931.0
21XX REATA CT DENTON TX ,33.1707409,-97.1110555,VALID,2932.0
21XX COLONIAL DR DENTON TX ,33.2345687,-97.1742909,VALID,2933.0
28XX AUGUSTA DR DENTON TX ,33.2345619,-97.1702817,VALID,2934.0
9XX ANDERSON ST DENTON TX ,33.2179648,-97.1412299,VALID,2935.0
34XX COLLINS RD DENTON COUNTY TX ,33.2510366,-97.0614428,VALID,2936.0
OAK FORREST CIR DENTON TX ,33.1673593,-97.1310802,VALID,2937.0
9XX WESTWAY ST DENTON TX ,33.2286784,-97.139311,VALID,2938.0
15XX PANHANDLE ST DENTON TX ,33.2216193,-97.1526645,VALID,2939.0
64XX Las Colinas IRVING TX ,32.8958605,-96.9588229,VALID,2940.0
13XX CRESCENT ST DENTON TX ,33.2257629,-97.1497812,VALID,2941.0
88XX MARYLAND CT DENTON TX ,33.1437036,-97.2410327,VALID,2942.0
7XX E PRAIRIE ST DENTON TX ,33.2105793,-97.1259592,VALID,2943.0
9XX LINDSEY ST DENTON TX ,33.1987727,-97.1450131,VALID,2944.0
10XX S WELCH ST DENTON TX ,33.2093173,-97.1443753,VALID,2945.0
16XX WAYNE ST DENTON TX ,33.2263648,-97.1126765,VALID,2946.0
9XX STANLEY ST DENTON TX ,33.225289,-97.1598106,VALID,2947.0
42XX AUTUMN PATH RD DENTON TX ,33.1795271,-97.0551287,VALID,2948.0
E PECAN ST DENTON TX ,33.2160781,-97.1324424,VALID,2949.0
62XX ROARING CRK DENTON TX ,33.1350473,-97.198014,VALID,2950.0
14XX WOODFORD CT DENTON TX ,33.2185254,-97.11408,VALID,2951.0
WORTHINGTON DR DENTON TX ,33.2375376,-97.1793693,VALID,2952.0
65XX DAISY DR DENTON TX ,33.174269,-97.0660923,VALID,2953.0
6XX N ELM ST DENTON TX ,33.2483035,-97.1480169,VALID,2954.0
15XX N CARROLL BLVD DENTON TX ,33.2279879,-97.1368644,VALID,2955.0
INMAN ST DENTON TX ,33.1986254,-97.1321003,VALID,2956.0
27XX NORFOLK CT DENTON TX ,33.1796941,-97.1105473,VALID,2957.0
38XX FM 1173 DENTON TX ,33.2599401,-97.1937191,VALID,2958.0
33XX N LOOP 288 DENTON TX ,33.2584052,-97.1428634,VALID,2959.0
HIGHLAND PARK RD DENTON TX ,33.1971195,-97.1548181,VALID,2960.0
50XX THISTLE WAY DENTON TX ,33.1555335,-97.1289963,VALID,2961.0
39XX GENNAKER DR DENTON TX ,33.1633403,-97.1117962,VALID,2962.0
10XX W MULBERRY ST DENTON TX ,33.2135492,-97.1427608,VALID,2963.0
9XX JOHNSON ST DENTON TX ,33.203311,-97.1310622,VALID,2964.0
3XX S LOCUST ST DENTON TX ,33.2025721,-97.1335834,VALID,2965.0
104XX FM 2153 DENTON TX ,33.2255961,-97.1236558,VALID,2966.0
28XX PADDOCK WAY DENTON TX ,33.1516066,-97.1031622,VALID,2967.0
25XX BRIAR FOREST DR DENTON TX ,33.1654905,-97.1076794,VALID,2968.0
18XX BOLIVAR ST DENTON TX ,33.2283073,-97.1348068,VALID,2969.0
26XX NOTTINGHAM DR DENTON TX ,33.2389117,-97.1066916,VALID,2970.0
3XX TRINITY TRL DENTON TX ,33.2556945,-97.1379687,VALID,2971.0
72XX SUNBURST TRL DENTON TX ,33.1507568,-97.1264985,VALID,2972.0
26XX LILLIAN B MILLER PKWY DENTON TX ,33.1824753,-97.1094951,VALID,2973.0
37XX DREXEL DR DENTON TX ,33.1605368,-97.0961357,VALID,2974.0
39XX CANTON CT DENTON TX ,33.2534102,-97.1058603,VALID,2975.0
27XX ASPENHILL DR DENTON TX ,33.2167367,-97.1016201,VALID,2976.0
16XX MISTYWOOD LN DENTON TX ,33.2371598,-97.1060725,VALID,2977.0
53XX EVERLY CT DENTON TX ,33.2659282,-97.104865,VALID,2978.0
13XX CHURCHILL DR DENTON TX ,33.2438248,-97.1093023,VALID,2979.0
10XX BOLIVAR ST DENTON TX ,33.2283073,-97.1348068,VALID,2980.0
6XX LAKEY ST DENTON TX ,33.2082911,-97.1241868,VALID,2981.0
24XX MERCEDES RD DENTON TX ,33.1932688,-97.1449557,VALID,2982.0
FOX SEDGE LN DENTON TX ,33.1693739,-97.0732062,VALID,2983.0
37XX SKELTON ST DENTON TX ,33.2516192,-97.1324169,VALID,2984.0
18XX POINSETTIA BLVD DENTON TX ,33.2543469,-97.1106221,VALID,2985.0
21XX E WINDSOR DR DENTON TX ,33.2439517,-97.1120302,VALID,2986.0
36XX STANFORD DR DENTON TX ,33.1610507,-97.0912847,VALID,2987.0
53XX ZARA DR DENTON TX ,33.2674132,-97.1260603,VALID,2988.0
37XX ANN ARBOR LN DENTON TX ,33.2528492,-97.1381906,VALID,2989.0
37XX HAZELHURST DR FRISCO TX ,33.1597494,-96.9194027,VALID,2990.0
39XX ROSELAWN DR DENTON TX ,33.1846168,-97.1479993,VALID,2991.0
108XX SOUTHERLAND DR DENTON TX ,33.1323248,-97.2465841,VALID,2992.0
11XX W OAK ST. DENTON TX 76201 TX ,33.215694,-97.1483925,VALID,2993.0
19XX NEVADA ST DENTON TX ,33.2330152,-97.1090135,VALID,2994.0
10XX RIDGECREST CIR DENTON TX ,33.1864623,-97.1138504,VALID,2995.0
65XX WILLOW LN DENTON TX ,33.180181,-97.0639664,VALID,2996.0
2XX AVE F DENTON TX ,33.2137787,-97.1568216,VALID,2997.0
3XX W 13th ST FORT WORTH TX ,32.7477916,-97.3357018,VALID,2998.0
79XX E MCKINNEY ST DENTON TX ,33.2115705,-97.0875966,VALID,2999.0
64XX PINE HILLS LN DENTON TX ,33.1512005,-97.0948834,VALID,3000.0
RIDGEMONT LN DENTON TX ,33.1625446,-97.1171125,VALID,3001.0
9XX BOLIVAR ST DENTON TX ,33.2283073,-97.1348068,VALID,3002.0
31XX DAWN OAKS DR DENTON TX ,33.183398,-97.0569169,VALID,3003.0
75XX WATERSIDE PL DENTON TX ,33.1486832,-97.1246383,VALID,3004.0
31XX MASTHEAD DR DENTON TX ,33.1694087,-97.1169779,VALID,3005.0
10XX KERLEY ST DENTON TX ,33.2031783,-97.1193746,VALID,3006.0
10XX JUNEBERRY DR DENTON TX ,33.2676698,-97.1251661,VALID,3007.0
9XX SAVAGE DR DENTON TX ,33.2594452,-97.1185826,VALID,3008.0
21XX ACORN BND DENTON TX ,33.142626,-97.1087981,VALID,3009.0
22XX PALMER DR DENTON TX ,33.2346372,-97.1288484,VALID,3010.0
14XX LINDSEY ST DENTON TX ,33.1987727,-97.1450131,VALID,3011.0
32XX CLUB VIEW DR DENTON TX ,33.1457339,-97.166588,VALID,3012.0
59XX GREENMEADOW DR DENTON TX ,33.1366182,-97.1922212,VALID,3013.0
36XX KINGS CT DENTON TX ,33.2479234,-97.1375636,VALID,3014.0
36XX BLAGG RD DENTON TX ,33.2284117,-97.0684926,VALID,3015.0
15XX BLACK OAK DR DENTON TX ,33.2226667,-97.1147293,VALID,3016.0
30XX WESTON DR DENTON TX ,33.2196433,-97.098597,VALID,3017.0
15XX PARKER-STONE BLVD DENTON TX ,33.1579932,-97.1147978,VALID,3018.0
4XX TEXAS ST DENTON TX ,33.2222473,-97.123652,VALID,3019.0
27XX CEDAR CREEK LN DENTON COUNTY TX ,33.1383252,-97.1064237,VALID,3020.0
16XX BERNARD ST DENTON TX ,33.2010666,-97.1416274,VALID,3021.0
1XX CRIMSON CIR DENTON TX ,33.2559014,-97.1341772,VALID,3022.0
10XX BARBARA ST DENTON TX ,33.2264601,-97.1006402,VALID,3023.0
12XX KNIGHT ST DENTON TX ,33.2005887,-97.1497002,VALID,3024.0
33XX DEPAUL DR DENTON TX ,33.1620447,-97.0947273,VALID,3025.0
39XX STUART RD DENTON TX ,33.253604,-97.1221225,VALID,3026.0
11XX BEECHWOOD DR DENTON TX ,33.168017,-97.1449429,VALID,3027.0
3XX SKY MEADOW LN DENTON TX ,33.1578047,-97.1367047,VALID,3028.0
4XX PIERCE ST DENTON TX ,33.2096992,-97.1356421,VALID,3029.0
52XX Ravine Ridge Ct ROANOKE TX ,33.0581829,-97.215373,VALID,3030.0
87XX MARYLAND CT DENTON TX ,33.1437036,-97.2410327,VALID,3031.0
8XX TEXAS ST DENTON TX ,33.2222473,-97.123652,VALID,3032.0
6XX MINGO RD DENTON TX ,33.2314612,-97.1056244,VALID,3033.0
8XX W MAIN ST LEWISVILLE TX ,33.0425075,-97.0183931,VALID,3034.0
32XX EVENING WIND RD DENTON TX ,33.179686,-97.0617983,VALID,3035.0
96XX CALLAWAY CT DENTON TX ,33.1354781,-97.2430242,VALID,3036.0
10XX BRITTANY DR DENTON TX ,33.2265079,-97.0948052,VALID,3037.0
16XX MINGO RD DENTON TX ,33.2314612,-97.1056244,VALID,3038.0
34XX OCEANVIEW DR DENTON TX ,33.1742407,-97.0786109,VALID,3039.0
40XX HIALEAH DR DENTON TX ,33.1572817,-97.1105204,VALID,3040.0
39XX FAWN DR DENTON TX ,33.2523362,-97.0911691,VALID,3041.0
S AVE C DENTON TX ,33.207115,-97.1508123,VALID,3042.0
29XX WICKER WAY DENTON TX ,33.2292234,-97.1010985,VALID,3043.0
44XX ALSACE DR DENTON TX ,33.1722369,-97.1714186,VALID,3044.0
60XX RICKS RD DENTON TX ,33.1556419,-97.1280606,VALID,3045.0
45XX STILLHOUSE HOLLOW LN DENTON TX ,33.1371617,-97.1808956,VALID,3046.0
59XX THOROUGHBRED TRL DENTON TX ,33.1538329,-97.096408,VALID,3047.0
21XX SHAWNEE ST DENTON TX ,33.2324649,-97.1106551,VALID,3048.0
SCHUYLER ST DENTON TX ,33.2385588,-97.1781829,VALID,3049.0
23XX CHINN RD DENTON TX ,33.2788379,-97.1569311,VALID,3050.0
ANNA ST DENTON TX ,33.2257569,-97.1361846,VALID,3051.0
22XX LONGMEADOW CT DENTON TX ,33.2174555,-97.1066865,VALID,3052.0
33XX S MAYHILL RD DENTON TX ,33.1922091,-97.0856294,VALID,3053.0
78XX APPLE VALLEY LN DENTON TX ,33.1803352,-97.0568434,VALID,3054.0
11XX KINGS ROW DENTON TX ,33.2490386,-97.1062357,VALID,3055.0
OAKLAND ST DENTON TX ,33.2209425,-97.1299558,VALID,3056.0
W CONGRESS ST DENTON TX ,33.219372,-97.1407651,VALID,3057.0
10XX CHAPEL DR DENTON TX ,33.2289541,-97.1284194,VALID,3058.0
21XX AZALEA ST DENTON TX ,33.1924699,-97.1571325,VALID,3059.0
29XX SAVILL GDN DENTON TX ,33.2383544,-97.1737693,VALID,3060.0
39XX MADISON LN DENTON TX ,33.2257439,-97.084158,VALID,3061.0
8XX MALLARD AVE DENTON TX ,33.1584497,-97.1260855,VALID,3062.0
36XX TUSCAN HILLS CIR DENTON TX ,33.1705575,-97.1007582,VALID,3063.0
6XX TICONDEROGA DR DENTON TX ,33.1806491,-97.1168346,VALID,3064.0
MEDPARK DR DENTON TX ,33.1831293,-97.0944578,VALID,3065.0
6XX HETTIE ST DENTON TX ,33.2181702,-97.1165881,VALID,3066.0
28XX THUNDERBIRD DR DENTON TX ,33.235433,-97.1713465,VALID,3067.0
