original_index,address,latitude,longitude,status
1586,20XX MERCEDES RD DENTON TX ,33.1932688,-97.1449557,VALID
1587,6XX E PRAIRIE ST DENTON TX ,33.2105793,-97.1259592,VALID
1588,38XX COUNTRY CLUB RD DENTON TX ,33.1621985,-97.1419084,VALID
1589,1XX WILSON WAY DENTON TX ,33.251638,-97.1344661,VALID
1590,2XX N AUSTIN ST DENTON TX ,33.2208521,-97.1311235,VALID
1591,9XX E MCKINNEY ST DENTON TX ,33.2115705,-97.0875966,VALID
1592,9XX DUNCAN ST DENTON TX ,33.20266,-97.12299,VALID
1593,22XX ARCHER TRL DENTON TX ,33.240091,-97.1062241,VALID
1594,39XX CROSSTREES DR DENTON TX ,33.163655,-97.1127421,VALID
1595,71XX LAS BRISAS CT DENTON TX ,33.1460061,-97.0962466,VALID
1596,11XX THOMAS ST DENTON TX ,33.2220385,-97.1586753,VALID
1597,10XX SCOTT DR DENTON TX ,33.2037829,-97.1174814,VALID
1598,14XX MOZINGO ST DENTON TX ,33.2271945,-97.1103733,VALID
1599,8XX DIXON LN DENTON TX ,33.2577927,-97.1190785,VALID
1600,2XX PENNSYLVANIA DR DENTON TX ,33.1826901,-97.1178826,VALID
1601,43XX CREEKSIDE DR ARLINGTON TX ,32.7115375,-97.178569,VALID
1602,3XX BRYAN ST DENTON TX ,33.2207835,-97.1475497,VALID
1603,17XX N ELM ST DENTON TX ,33.2483035,-97.1480169,VALID
1604,35XX GANZER RD W DENTON TX ,33.2835587,-97.1911931,VALID
1605,36XX SHELBY LN DENTON TX ,33.1945878,-97.1796797,VALID
1606,11XX WINTERCREEK DR DENTON TX ,33.1695011,-97.145022,VALID
1607,11XX SAVAGE DR DENTON TX ,33.2594452,-97.1185826,VALID
1608,3XX STROUD ST DENTON TX ,33.2115849,-97.1356449,VALID
1609,2XX BELLAIRE DR DENTON TX ,33.2168056,-97.0988144,VALID
1610,65XX I 35 DENTON TX ,33.2802739,-97.177933,VALID
1611,11XX FANNIN ST DENTON TX ,33.2053796,-97.1451123,VALID
1612,22XX MINGO RD DENTON TX ,33.2314612,-97.1056244,VALID
1613,9XX IMPERIAL DR DENTON TX ,33.2504713,-97.1188232,VALID
1614,3XX Water Oak ST DENTON TX ,33.2189547,-97.1014596,VALID
1615,34XX BUCKTHORN LN DENTON TX ,33.1704066,-97.1631932,VALID
1616,19XX SHAWNEE ST DENTON TX ,33.2324649,-97.1106551,VALID
1617,4XX FOXWOOD CIR DENTON TX ,33.2458023,-97.1279952,VALID
1618,82XX CROOKED STICK LN DENTON TX ,33.1449471,-97.1650938,VALID
1619,83XX SWAN PARK DR DENTON TX ,33.1421911,-97.1139245,VALID
1620,27XX WINTHROP HILL RD DENTON TX ,33.1585859,-97.1554732,VALID
1621,33XX N BELL AVE DENTON TX ,33.2310843,-97.1272288,VALID
1622,36XX BENTLEY CT DENTON TX ,33.1653411,-97.1276737,VALID
1623,S WOODROW LN DENTON TX ,33.2072363,-97.1120564,VALID
1624,JIM CHRISTAL RD DENTON TX ,33.2201562,-97.2053052,VALID
1625,17XX REDWOOD PL DENTON TX ,33.2324808,-97.1118331,VALID
1626,5XX SUNRISE CV DENTON TX ,33.2376532,-97.1265661,VALID
1627,42XX I 35 HWY DENTON TX ,33.2680024,-97.1780427,VALID
1628,11XX ATLANTA DR DENTON TX ,33.226494,-97.0853623,VALID
1629,2XX N RUDDELL ST DENTON TX ,33.222033,-97.1178217,VALID
1630,12XX MYRTLE ST DENTON TX ,33.2050727,-97.1350973,VALID
1631,8XX MULKEY LN DENTON TX ,33.2215732,-97.1112194,VALID
1632,7XX N WOOD ST DENTON TX ,33.2179707,-97.1190058,VALID
1633,22XX ARROWHEAD DR DENTON TX ,33.2383176,-97.1717199,VALID
1634,38XX DESERT WILLOW DR DENTON TX ,33.176413,-97.0611637,VALID
1635,42XX REMINGTON PARK CT FLOWER MOUND TX ,33.0460767,-97.0957447,VALID
1636,69XX ALDERBROOK DR DENTON TX ,33.148481,-97.0955017,VALID
1637,47XX GREEN RIVER DR DENTON TX ,33.1690197,-97.077308,VALID
1638,18XX CORNELL LN DENTON TX ,33.2312572,-97.1474244,VALID
1639,52XX PAULIE DR DENTON TX ,33.2048454,-97.0756327,VALID
1640,27XX HILCROFT AVE DENTON TX ,33.1669178,-97.1037563,VALID
1641,14XX NOBLE ST DENTON TX ,33.2192897,-97.114527,VALID
1642,WESTGATE DR DENTON TX ,33.2458149,-97.1695269,VALID
1643,49XX STUART RD DENTON TX ,33.253604,-97.1221225,VALID
1644,3XX N BELL AVE DENTON TX ,33.2310843,-97.1272288,VALID
1645,14XX CHURCHILL DR DENTON TX ,33.2438248,-97.1093023,VALID
1646,8XX E WINDSOR DR DENTON TX ,33.2439517,-97.1120302,VALID
1647,67XX WOODMERE CT DENTON TX ,33.1323168,-97.2007932,VALID
1648,2XX CASIE CT DENTON TX ,33.2444678,-97.1366922,VALID
1649,23XX PALAMINO CT DENTON TX ,33.1736849,-97.1086766,VALID
1650,3XX GOLDFINCH RD DENTON TX ,33.1564655,-97.1364743,VALID
1651,10XX TALLAHASSEE DR DENTON TX ,33.2264717,-97.086253,VALID
1652,33XX COLORADO BLVD DENTON TX ,33.1875187,-97.1026425,VALID
1653,7XX BOARDWALK LN DENTON TX ,33.2038741,-97.12626,VALID
1654,6XX S I 35 E HWY DENTON TX ,33.1814754,-97.102065,VALID
1655,32XX W UNIVERSITY DR DENTON TX ,33.2303119,-97.1816464,VALID
1656,4XX CONDITT CIR DENTON TX ,33.219994,-97.0973611,VALID
1657,46XX MERCHANT TRL DENTON TX ,33.2636828,-97.124593,VALID
1658,12XX BEECHWOOD DR DENTON TX ,33.168017,-97.1449429,VALID
1659,65XX JIM CHRISTAL RD DENTON TX ,33.2201562,-97.2053052,VALID
1660,91XX ATHENS DR DENTON TX ,33.1398281,-97.1887581,VALID
1661,4XX N CARROLL BLVD DENTON TX ,33.2279879,-97.1368644,VALID
1662,49XX TEASLEY LN DENTON TX ,33.1678163,-97.1103429,VALID
1663,SHADY OAKS DR DENTON TX ,33.2008585,-97.1064494,VALID
1664,34XX CARMEL HILLS DR DENTON TX ,33.1744264,-97.0708023,VALID
1665,12XX BUENA VISTA DR DENTON TX ,33.1478225,-97.1173605,VALID
1666,27XX STOCKTON ST DENTON TX ,33.2301855,-97.1018769,VALID
1667,4XX CARDINAL DR DENTON TX ,33.2188503,-97.09203,VALID
1668,4XX OAKBLUFF DR DENTON TX ,33.1557005,-97.1359192,VALID
1669,39XX HARVEST GLEN DR DENTON TX ,33.2515599,-97.104961,VALID
1670,59XX MILLS RD DENTON TX ,33.2152229,-97.0713378,VALID
1671,21XX CRESTWOOD PL DENTON TX ,33.2364365,-97.1194354,VALID
1672,7XX BERNARD ST DENTON TX ,33.2010666,-97.1416274,VALID
1673,29XX PENNIMAN RD DENTON TX ,33.223932,-97.0986677,VALID
1674,40XX REDSTONE RD DENTON TX ,33.25716,-97.12634,VALID
1675,5XX DRIFTWOOD TRL DENTON TX ,33.2422332,-97.1244999,VALID
1676,WAGON TRAIL DR DENTON TX ,33.2105967,-97.0983387,VALID
1677,65XX LANTANA DR DENTON TX ,33.1731401,-97.0652691,VALID
1678,52XX PARKPLACE DR DENTON TX ,33.1341609,-97.1880513,VALID
1679,29XX SIENA DR DENTON TX ,33.1713996,-97.1002061,VALID
1680,26XX SHERWOOD ST DENTON TX ,33.2387537,-97.1165814,VALID
1681,14XX WHITE DOVE LN DENTON TX ,33.1455132,-97.11675,VALID
1682,37XX MINGO RD DENTON COUNTY TX ,33.2346024,-97.0955881,VALID
1683,22XX LOOKOUT LN DENTON TX ,33.2381831,-97.1671815,VALID
1684,20XX LAKE CREST LN DENTON COUNTY TX ,33.195825,-97.0501096,VALID
1685,JAMES ST DENTON TX ,33.1820245,-97.141914,VALID
1686,8XX N CARROLL BLVD DENTON TX ,33.2279879,-97.1368644,VALID
1687,75XX SUNBURST TRL DENTON TX ,33.1507568,-97.1264985,VALID
1688,12XX COTTONWOOD LN DENTON TX ,33.2711654,-97.1225525,VALID
1689,KERLEY ST DENTON TX ,33.2031783,-97.1193746,VALID
1690,BELL PL DENTON TX ,33.21705,-97.1273679,VALID
1691,34XX BOB-O-LINK LN DENTON TX ,33.2172619,-97.0957283,VALID
1692,68XX CRENSHAW LN DENTON TX ,33.1469968,-97.0965909,VALID
1693,15XX MARBLE COVE LN DENTON TX ,33.1463444,-97.1163882,VALID
1694,6XX DRIFTWOOD TRL DENTON TX ,33.2422332,-97.1244999,VALID
1695,30XX E MCKINNEY ST DENTON TX ,33.2115705,-97.0875966,VALID
1696,23XX MCCORMICK ST DENTON TX ,33.1967075,-97.1474472,VALID
1697,90XX LANDMARK LN DENTON TX ,33.1418881,-97.2442605,VALID
1698,12XX WINTERCREEK DR DENTON TX ,33.1695011,-97.145022,VALID
1699,23XX ACORN BND DENTON TX ,33.142626,-97.1087981,VALID
1700,6XX ULAND ST DENTON TX ,33.2177241,-97.12437,VALID
1701,25XX PIONEER DR DENTON TX ,33.1735904,-97.1053088,VALID
1702,84XX SWAN PARK DR DENTON TX ,33.1421911,-97.1139245,VALID
1703,83XX SEVEN OAKS LN DENTON TX ,33.1416371,-97.1183191,VALID
1704,MILLS RD DENTON TX ,33.2152229,-97.0713378,VALID
1705,2XX BUCKINGHAM DR DENTON TX ,33.2531312,-97.1176578,VALID
1706,19XX JAMES ST DENTON TX ,33.1820245,-97.141914,VALID
1707,23XX GREYSTONE DR DENTON TX ,33.251574,-97.1555294,VALID
1708,8XX COOK ST DENTON TX ,33.2064939,-97.1296122,VALID
1709,111XX BALENTINE ST DENTON TX ,33.1410838,-97.2416463,VALID
1710,8XX WILSON ST DENTON TX ,33.2081469,-97.1208293,VALID
1711,25XX LIBERTY LN DENTON TX ,33.2381422,-97.0948725,VALID
1712,22XX GREYSTONE DR DENTON TX ,33.251574,-97.1555294,VALID
1713,30XX OLYMPIA DR DENTON TX ,33.2450082,-97.125592,VALID
1714,39XX DIAMOND DR DENTON TX ,33.2536559,-97.1068264,VALID
1715,19XX FORT WORTH DR DENTON TX ,33.1675471,-97.1532309,VALID
1716,CORONADO DR DENTON TX ,33.2394263,-97.1271636,VALID
1717,RAILROAD AVE DENTON TX ,33.2160644,-97.1259537,VALID
1718,8XX LIVEOAK ST DENTON TX ,33.239956,-97.1201402,VALID
1719,26XX ROCKWOOD LN DENTON TX ,33.2384301,-97.1117005,VALID
1720,23XX GREEN OAKS ST DENTON TX ,33.2469898,-97.1011075,VALID
1721,12XX NORMAN ST DENTON TX ,33.2029627,-97.1435946,VALID
1722,15XX MOSSCREEK DR DENTON TX ,33.1704186,-97.148078,VALID
1723,18XX JASON DR DENTON TX ,33.1897491,-97.1272781,VALID
1724,23XX FAIRMOUNT PARK DR DENTON TX ,33.1516868,-97.1099244,VALID
1725,43XX POPPY VALLEY LN DENTON TX ,33.1581864,-97.137408,VALID
1726,36XX RIESLING DR DENTON TX ,33.1734989,-97.1695067,VALID
1727,18XX CARLTON ST DENTON TX ,33.2248502,-97.1517201,VALID
1728,12XX PRIMROSE LN DENTON TX ,33.2289096,-97.1532928,VALID
1729,34XX SEASIDE DR DENTON TX ,33.1752685,-97.0780171,VALID
1730,2XX S BELL AVE DENTON TX ,33.2106727,-97.1303383,VALID
1731,41XX TEASLEY LN DENTON TX ,33.1678163,-97.1103429,VALID
1732,60XX MOOR HEN DR DENTON TX ,33.1704265,-97.0752275,VALID
1733,8XX ROYAL MEADOWS ST DENTON TX ,33.2206438,-97.1102762,VALID
1734,5XX TEXAS ST DENTON TX ,33.2222473,-97.123652,VALID
1735,61XX I 35 HWY DENTON TX ,33.2680024,-97.1780427,VALID
1736,15XX OAK TREE DR DENTON TX ,33.2234224,-97.11081,VALID
1737,5XX SKINNER ST DENTON TX ,33.2092202,-97.1279437,VALID
1738,43XX MESA DR DENTON TX ,33.2330179,-97.1769434,VALID
1739,35XX PHEASANT HOLLOW ST DENTON TX ,33.2520644,-97.1310528,VALID
1740,MAPLE ST DENTON TX ,33.2082019,-97.1428479,VALID
1741,11XX DUNCAN ST DENTON TX ,33.20266,-97.12299,VALID
1742,11XX HOPKINS DR DENTON TX ,33.1971098,-97.1189362,VALID
1743,8XX N AUSTIN ST DENTON TX ,33.2208521,-97.1311235,VALID
1744,24XX BRAY VILLAGE DR DENTON TX ,33.2416273,-97.1745518,VALID
1745,15XX N ELM ST DENTON TX ,33.2483035,-97.1480169,VALID
1746,7XX I 35 W HWY DENTON TX ,33.1648139,-97.1855749,VALID
1747,8XX N LOOP 288 DENTON TX ,33.2584052,-97.1428634,VALID
1748,91XX GARDENIA DR DENTON TX ,33.1423,-97.2359576,VALID
1749,9XX N ELM ST DENTON TX ,33.2483035,-97.1480169,VALID
1750,6XX ECTOR ST DENTON TX ,33.2242992,-97.1550157,VALID
1751,90XX I 35 W HWY DENTON TX ,33.1648139,-97.1855749,VALID
1752,25XX WESTCOURT RD DENTON TX ,33.1963409,-97.1904954,VALID
1753,10XX SPRINGCREEK DR DENTON TX ,33.1672742,-97.1449504,VALID
1754,20XX SUMMERWIND CT DENTON TX ,33.2166572,-97.1069229,VALID
1755,15XX SANTOS DR DENTON TX ,33.2500862,-97.1448758,VALID
1756,7XX N BRADSHAW ST DENTON TX ,33.2174708,-97.1214186,VALID
1757,20XX SHENANDOAH TRL DENTON TX ,33.1796577,-97.1082128,VALID
1758,4XX S BRADSHAW ST DENTON TX ,33.2100483,-97.1215277,VALID
1759,11XX FRAME ST DENTON TX ,33.2236635,-97.1247226,VALID
1760,29XX BRISTOL ST DENTON TX ,33.2432487,-97.1144599,VALID
1761,13XX RALEIGH PATH DENTON TX ,33.2272323,-97.0853087,VALID
1762,153XX SOUTHWOOD TRACE LAND HOUSTON TX 77049 TX ,29.8196834,-95.1740821,VALID
1763,4XX W COLLINS ST DENTON TX ,33.2041237,-97.1393456,VALID
1764,LINDSEY ST DENTON TX ,33.1987727,-97.1450131,VALID
1765,14XX MANTEN BLVD DENTON TX ,33.2518017,-97.110333,VALID
1766,72XX SILKTREE CT DENTON TX ,33.1774676,-97.0605527,VALID
1767,6XX N RUDDELL ST DENTON TX ,33.222033,-97.1178217,VALID
1768,8XX MORSE ST DENTON TX ,33.2050266,-97.1104501,VALID
1769,40XX SPUR TRAIL DR DENTON TX ,33.2526471,-97.1038952,VALID
1770,24XX WILDWOOD LN DENTON TX ,33.1588826,-97.1068598,VALID
1771,9XX DALLAS DR DENTON TX ,33.1993677,-97.1242105,VALID
1772,18XX CORDELL ST DENTON TX ,33.2266141,-97.1471889,VALID
1773,3XX FOXWOOD CIR DENTON TX ,33.2458023,-97.1279952,VALID
1774,29XX LONGFELLOW LN DENTON TX ,33.2430616,-97.115993,VALID
1775,47XX CATTAIL LN DENTON TX ,33.1689884,-97.0764551,VALID
1776,24XX LIGHTHOUSE DR DENTON TX ,33.1435417,-97.1038951,VALID
1777,7XX W MULBERRY ST DENTON TX ,33.2135492,-97.1427608,VALID
1778,64XX DAISY DR DENTON TX ,33.174269,-97.0660923,VALID
1779,54XX LAS LOMAS LN DENTON TX ,33.1753143,-97.0725263,VALID
1780,2XX S LOCUST ST DENTON TX ,33.2025721,-97.1335834,VALID
1781,15XX VALLEY CREEK RD DENTON TX ,33.1953137,-97.1112928,VALID
1782,12XX LONG RD DENTON TX ,33.2635351,-97.1166163,VALID
1783,13XX FORT WORTH DR DENTON TX ,33.1675471,-97.1532309,VALID
1784,60XX W UNIVERSITY DR DENTON TX ,33.2303119,-97.1816464,VALID
1785,29XX STOCKTON ST DENTON TX ,33.2301855,-97.1018769,VALID
1786,9XX N BONNIE BRAE ST DENTON TX ,33.2460697,-97.1605525,VALID
1787,69XX EDGEFIELD DR DENTON TX ,33.1551338,-97.126836,VALID
1788,21XX S MAYHILL RD DENTON TX ,33.1922091,-97.0856294,VALID
1789,12XX DUNCAN ST DENTON TX ,33.20266,-97.12299,VALID
1790,HOFSTRA DR DENTON TX ,33.1595724,-97.0949554,VALID
1791,121XX WILLET WAY DENTON TX ,33.1468853,-97.248069,VALID
1792,78XX HIDDEN PATH LN DENTON TX ,33.1437801,-97.1157023,VALID
1793,15XX SAN GABRIEL DR DENTON TX ,33.1940517,-97.1150861,VALID
1794,1XX POST OAK Dr AUBREY TX ,33.2797324,-96.9792493,VALID
1795,65XX EDWARDS RD DENTON TX ,33.1780772,-97.0726157,VALID
1796,AUDRA LN DENTON TX ,33.2246081,-97.1068564,VALID
1797,36XX COUNTRY CLUB RD DENTON TX ,33.1621985,-97.1419084,VALID
1798,14XX OXFORD LN DENTON TX ,33.2464757,-97.1103644,VALID
1799,4XX MENG CIR DENTON TX ,33.2208017,-97.0983494,VALID
1800,FANNIN ST DENTON TX ,33.2053796,-97.1451123,VALID
1801,2XX W COLLINS ST DENTON TX ,33.2041237,-97.1393456,VALID
1802,21XX HOUSTON PL DENTON TX ,33.2177455,-97.1561587,VALID
1803,23XX BOLIVAR ST DENTON TX ,33.2283073,-97.1348068,VALID
1804,8XX N BONNIE BRAE ST DENTON TX ,33.2460697,-97.1605525,VALID
1805,66XX ALDERBROOK DR DENTON TX ,33.148481,-97.0955017,VALID
1806,39XX PARKHAVEN DR DENTON TX ,33.1601233,-97.1096368,VALID
1807,66XX WELLSTON LN DENTON TX ,33.1483419,-97.1016121,VALID
1808,13XX PICKWICK LN DENTON TX ,33.2476103,-97.1104038,VALID
1809,21XX WILLOWWOOD ST DENTON TX ,33.1963499,-97.15154,VALID
1810,3XX HOLLYHILL LN DENTON TX ,33.1882245,-97.1148274,VALID
1811,12XX N BONNIE BRAE ST DENTON TX ,33.2460697,-97.1605525,VALID
1812,1XX MCKAMY BLVD DENTON TX ,33.250918,-97.1339162,VALID
1813,4XX S I 35 E DENTON TX ,33.1814754,-97.102065,VALID
1814,5XX S RUDDELL ST DENTON TX ,33.2111223,-97.1171965,VALID
1815,19XX LEE DR DENTON TX ,33.2215781,-97.1070904,VALID
1816,20XX GOLF CT DENTON TX ,33.1977342,-97.1566078,VALID
1817,MULKEY LN DENTON TX ,33.2215732,-97.1112194,VALID
1818,41XX COLINA AVE DENTON TX ,33.1568209,-97.108187,VALID
1819,7XX IOOF ST DENTON TX ,33.2088246,-97.1402446,VALID
1820,55XX WHARFSIDE PL DENTON TX ,33.1768781,-97.0729452,VALID
1821,22XX FOXCROFT CIR DENTON TX ,33.2389959,-97.1021072,VALID
1822,55XX RIO RD DENTON TX ,33.1738283,-97.0723368,VALID
1823,82XX CLEAR RIVER LN DENTON TX ,33.1420813,-97.1201643,VALID
1824,33XX EL DORADO DR DENTON TX ,33.1729868,-97.1053123,VALID
1825,84XX SERENITY WAY DENTON TX ,33.1433045,-97.1148147,VALID
1826,9XX SUMMER OAKS DR DENTON TX ,33.2216698,-97.1048929,VALID
1827,38XX OCEANVIEW DR DENTON TX ,33.1742407,-97.0786109,VALID
1828,17XX MALONE ST DENTON TX ,33.2281522,-97.1497076,VALID
1829,4XX REGENCY CT DENTON TX ,33.1724625,-97.1407227,VALID
1830,25XX CRAIG LN DENTON TX ,33.2380079,-97.0938039,VALID
1831,41XX WILLOW GROVE AVE DENTON TX ,33.1600585,-97.1261689,VALID
1832,9XX W COLLINS ST DENTON TX ,33.2041237,-97.1393456,VALID
1833,89XX CRESTVIEW DR DENTON TX ,33.1440214,-97.2391444,VALID
1834,13XX HEATHER LN DENTON TX ,33.2458277,-97.1145706,VALID
1835,29XX SANTA MONICA DR DENTON TX ,33.171516,-97.1279161,VALID
1836,19XX SPRING VALLEY DR DENTON TX ,33.2345757,-97.0873795,VALID
1837,80XX FERGUSON RD DALLAS TX ,32.8186042,-96.6862187,VALID
1838,77XX SWAN PARK DR DENTON TX ,33.1421911,-97.1139245,VALID
1839,4XX S LOOP 288 DENTON TX ,33.1970392,-97.0919826,VALID
1840,9XX GLENNGARY WAY DENTON TX ,33.205552,-97.0755877,VALID
1841,13XX AMHERST DR DENTON TX ,33.2313075,-97.149459,VALID
1842,18XX WESTWOOD DR DENTON TX ,33.1941786,-97.1458733,VALID
1843,28XX S BONNIE BRAE ST DENTON TX ,33.1837027,-97.1641773,VALID
1844,1XX E HICKORY ST DENTON TX ,33.2144196,-97.1253362,VALID
1845,35XX BELMONT ST DENTON TX ,33.1686065,-97.1354584,VALID
1846,54XX GALANTE LN DENTON TX ,33.1726954,-97.0759044,VALID
1847,15XX W EAGLE DR DENTON TX ,33.206632,-97.14474,VALID
1848,27XX WESTGATE DR DENTON TX ,33.2458149,-97.1695269,VALID
1849,7XX ACME ST DENTON TX ,33.1947949,-97.1395737,VALID
1850,9XX W SYCAMORE ST DENTON TX ,33.2126151,-97.1438642,VALID
1851,LILLIAN B MILLER PKWY DENTON TX ,33.1824753,-97.1094951,VALID
1852,1XX E DAUGHERTY ST DENTON TX ,33.2009913,-97.1326284,VALID
1853,36XX E UNIVERSITY DR DENTON TX ,33.2345383,-97.0783176,VALID
1854,2XX CORONADO DR DENTON TX ,33.2394263,-97.1271636,VALID
1855,71XX GANZER RD E DENTON TX ,33.279234,-97.1686018,VALID
1856,MCCORMICK ST DENTON TX ,33.1967075,-97.1474472,VALID
1857,2XX S ELM ST DENTON TX ,33.2101561,-97.1337726,VALID
1858,KEYSTONE CT DENTON TX ,33.2684187,-97.1230026,VALID
1859,28XX PENNSYLVANIA DR DENTON TX ,33.1826901,-97.1178826,VALID
1860,2XX N BELL AVE DENTON TX ,33.2310843,-97.1272288,VALID
1861,77XX FALCON RIDGE RD DENTON TX ,33.1723421,-97.0579333,VALID
1862,7XX CHAMBERS ST DENTON TX ,33.2031664,-97.127504,VALID
1863,20XX WILLOWWOOD ST DENTON TX ,33.1963499,-97.15154,VALID
1864,SELENE DR DENTON TX ,33.2590299,-97.1232199,VALID
1865,39XX SURF ST DENTON TX ,33.1718072,-97.0794443,VALID
1866,15XX MANTEN BLVD DENTON TX ,33.2518017,-97.110333,VALID
1867,19XX FORDHAM LN DENTON TX ,33.233366,-97.1504208,VALID
1868,22XX BERNARD ST DENTON TX ,33.2010666,-97.1416274,VALID
1869,3XX S ELM ST DENTON TX ,33.2101561,-97.1337726,VALID
1870,THOROUGHBRED TRL DENTON TX ,33.1538329,-97.096408,VALID
1871,HUMMINGBIRD LN DENTON TX ,33.2156946,-97.0935874,VALID
1872,HEMINGWAY DR DENTON TX ,33.1505631,-97.1117062,VALID
1873,15XX HUNTERS RIDGE CIR DENTON TX ,33.1773577,-97.1133037,VALID
1874,4XX STRATA DR DENTON TX ,33.2366245,-97.1389795,VALID
1875,14XX LINDEN DR DENTON TX ,33.2237946,-97.1558627,VALID
1876,4XX E SYCAMORE ST DENTON TX ,33.2124371,-97.125394,VALID
1877,18XX WICKWOOD CT DENTON TX ,33.1502909,-97.1527351,VALID
1878,39XX GRANT PKWY DENTON TX ,33.2512039,-97.0905152,VALID
1879,5XX W MULBERRY ST DENTON TX ,33.2135492,-97.1427608,VALID
1880,24XX ROSELAWN DR DENTON TX ,33.1846168,-97.1479993,VALID
1881,27XX SHORELINE DR DENTON TX ,33.1734496,-97.0992169,VALID
1882,2XX MEADOW LN DENTON TX ,33.2535906,-97.1292952,VALID
1883,22XX WOODBROOK ST DENTON TX ,33.186853,-97.1205599,VALID
1884,23XX YORKSHIRE ST DENTON TX ,33.2512258,-97.1115566,VALID
1885,DUNCAN ST DENTON TX ,33.20266,-97.12299,VALID
1886,2XX W CONGRESS ST DENTON TX ,33.219372,-97.1407651,VALID
1887,17XX CROW ST DENTON TX ,33.2212282,-97.1515034,VALID
1888,20XX S LOCUST ST DENTON TX ,33.2025721,-97.1335834,VALID
1889,EVERS PKWY DENTON TX ,33.2468056,-97.1354931,VALID
1890,21XX GLEN GARDEN DR DENTON TX ,33.2361875,-97.1737296,VALID
1891,5XX MULKEY LN DENTON TX ,33.2215732,-97.1112194,VALID
1892,6XX BOLIVAR ST DENTON TX ,33.2283073,-97.1348068,VALID
1893,17XX WOODBROOK ST DENTON TX ,33.186853,-97.1205599,VALID
1894,41XX S I 35 E DENTON TX ,33.1814754,-97.102065,VALID
1895,14XX EGAN ST DENTON TX ,33.2203978,-97.1422526,VALID
1896,19XX HOLLYHILL LN DENTON TX ,33.1882245,-97.1148274,VALID
1897,46XX DOGWOOD DR DENTON TX ,33.1687518,-97.0723926,VALID
1898,44XX WORTHINGTON DR DENTON TX ,33.2375376,-97.1793693,VALID
1899,12XX COIT ST DENTON TX ,33.2242203,-97.1379801,VALID
1900,VIRGINIA CIR DENTON TX ,33.2332466,-97.0943827,VALID
1901,46XX BEAVER CREEK AVE DENTON TX ,33.263345,-97.1253722,VALID
1902,19XX EMERSON LN DENTON TX ,33.2418,-97.1048034,VALID
1903,17XX W OAK ST DENTON TX ,33.2157359,-97.1545246,VALID
1904,7XX E HOBSON LN DENTON TX ,33.1760298,-97.1317986,VALID
1905,71XX LIVINGSTON DR DENTON TX ,33.1488566,-97.1107664,VALID
1906,19XX MOONSAIL LN DENTON TX ,33.1678276,-97.1135573,VALID
1907,10XX W CHESTNUT ST DENTON TX ,33.2112623,-97.1429876,VALID
1908,15XX N RUDDELL ST DENTON TX ,33.222033,-97.1178217,VALID
1909,1XX WINDBROOK ST DENTON TX ,33.2494201,-97.1294263,VALID
1910,19XX W HICKORY ST DENTON TX ,33.2146565,-97.1475676,VALID
1911,6XX WITHERS ST DENTON TX ,33.2211301,-97.1277038,VALID
1912,76XX CASTLE PINES LN DENTON TX ,33.1724739,-97.0598358,VALID
1913,20XX I 35 W HWY DENTON TX ,33.1648139,-97.1855749,VALID
1914,35XX BEATRIZ DR DENTON TX ,33.2524586,-97.1432385,VALID
1915,10XX MAPLE ST DENTON TX ,33.2082019,-97.1428479,VALID
1916,50XX AIRPORT RD DENTON TX ,33.2016344,-97.178521,VALID
1917,E WINDSOR DR DENTON TX ,33.2439517,-97.1120302,VALID
1918,36XX SHADOW TRL DENTON TX ,33.2512409,-97.1277031,VALID
1919,5XX AUDRA LN DENTON TX ,33.2246081,-97.1068564,VALID
1920,23XX PALMER DR DENTON TX ,33.2346372,-97.1288484,VALID
1921,19XX CORNELL LN DENTON TX ,33.2312572,-97.1474244,VALID
1922,11XX UNION CIR DENTON TX ,33.2104369,-97.1453453,VALID
1923,24XX E UNIVERSITY DR DENTON TX ,33.2345383,-97.0783176,VALID
1924,28XX WIND RIVER LN DENTON TX ,33.1768723,-97.1039668,VALID
1925,2XX E HOBSON LN DENTON TX ,33.1760298,-97.1317986,VALID
1926,82XX WINDING STREAM DR DENTON TX ,33.143518,-97.121976,VALID
1927,CHAPEL DR DENTON TX ,33.2289541,-97.1284194,VALID
1928,AIRPORT RD DENTON TX ,33.2016344,-97.178521,VALID
1929,19XX MCCORMICK ST DENTON TX ,33.1967075,-97.1474472,VALID
1930,10XX ATLANTA DR DENTON TX ,33.226494,-97.0853623,VALID
1931,20XX SHADY OAKS DR DENTON TX ,33.2008585,-97.1064494,VALID
1932,N MASCH BRANCH RD DENTON TX ,33.2304372,-97.1972384,VALID
1933,42XX E UNIVERSITY DR DENTON TX ,33.2345383,-97.0783176,VALID
1934,E MULBERRY ST DENTON TX ,33.2134607,-97.1282628,VALID
1935,13XX S AVE C DENTON TX ,33.207115,-97.1508123,VALID
1936,13XX PRINCETON CT DENTON TX ,33.235181,-97.1481616,VALID
1937,73XX LIVINGSTON DR DENTON TX ,33.1488566,-97.1107664,VALID
1938,20XX COLORADO BLVD DENTON TX ,33.1875187,-97.1026425,VALID
1939,40XX STUART RD DENTON TX ,33.253604,-97.1221225,VALID
1940,OLD NORTH RD DENTON TX ,33.2389126,-97.0987633,VALID
1941,32XX ANDALUSIAN DR DENTON TX ,33.1560233,-97.0976197,VALID
1942,18XX S I 35 E DENTON TX ,33.1814754,-97.102065,VALID
